artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,FALSO,2015,66,261,302,5,-8.19,0,301,769,2.57e-06,863,883,81.418,pop
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,FALSO,2015,67,854,766,9,-4.697,0,268,242,0.0,793,784,118.004,"hip hop, pop"
Jonas Blue,Fast Car,212424,FALSO,2015,67,644,570,9,-6.994,1,141,484,0.0,299,527,113.945,"pop, Dance/Electronic"
Lana Del Rey,High By The Beach,257573,VERDADERO,2015,67,536,486,11,-11.067,0,255,244,788,0.12,968,131.988,pop
Birdy,Let It All Go,280757,FALSO,2015,68,383,430,10,-8.644,1,220,817,1.04e-06,869,174,107.005,pop
Fetty Wap,Trap Queen,222093,VERDADERO,2015,68,746,873,7,-3.803,1,336,244,0.0,354,817,148.075,"hip hop, pop"
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,VERDADERO,2015,68,589,658,11,-5.288,0,254,242,0.0,118,251,77.521,"hip hop, pop"
Selena Gomez,Same Old Love,229080,FALSO,2015,69,672,593,11,-4.01,0,303,223,0.0,214,438,98.02,pop
Selena Gomez,Same Old Love,229080,FALSO,2015,69,672,593,11,-4.01,0,340,223,0.0,214,438,98.02,pop
Meghan Trainor,Lips Are Movin,182666,FALSO,2015,70,775,825,7,-5.402,1,158,506,1.03e-06,111,950,139.091,pop
Taylor Swift,Bad Blood,200106,FALSO,2015,70,654,655,11,-7.388,0,254,294,0.0,139,221,170.16,pop
Chris Brown,Ayo,225226,VERDADERO,2015,71,823,563,6,-5.095,1,305,399,0.0,851,682,98.031,"hip hop, pop, R&B"
Joel Adams,Please Don't Go,210580,FALSO,2015,71,513,768,4,-4.868,0,126,118,1.94e-05,294,235,84.264,R&B
Petit Biscuit,Sunset Lover,237792,FALSO,2015,71,783,467,6,-9.474,1,245,729,809,109,236,90.838,Dance/Electronic
Rae Sremmurd,No Type,200080,VERDADERO,2015,71,891,486,6,-7.803,1,196,158,3.78e-06,925,239,125.01,"hip hop, pop"
Drake,Jumpman,205879,VERDADERO,2015,72,852,553,1,-7.286,1,239,559,0.0,332,656,142.079,"hip hop, pop, R&B"
Meghan Trainor,All About That Bass,187920,VERDADERO,2015,72,807,887,9,-3.726,1,219,573,2.87e-06,124,961,134.052,pop
Pia Mia,Do It Again,207746,VERDADERO,2015,72,712,564,8,-6.527,1,219,266,0.0,874,411,95.95,"pop, R&B"
Fifth Harmony,Worth It (feat. Kid Ink),224573,FALSO,2015,73,884,765,8,-3.865,1,120,63,7.04e-06,118,594,99.987,pop
Major Lazer,Lean On (feat. MÃ˜ & DJ Snake),176561,FALSO,2015,73,723,809,7,-3.081,0,325,346,123,565,274,98.007,"hip hop, pop, Dance/Electronic"
Rihanna,Bitch Better Have My Money,219305,VERDADERO,2015,73,781,728,1,-4.981,1,272,509,1.94e-06,257,395,102.99,"hip hop, pop, R&B"
Shawn Mendes,I Know What You Did Last Summer,223853,FALSO,2015,73,687,761,9,-4.582,0,239,102,0.0,147,743,113.939,pop
The Chainsmokers,Roses,226738,FALSO,2015,73,713,802,4,-7.055,1,107,435,377,309,343,100.001,"pop, Dance/Electronic"
Travis Scott,Antidote,262693,VERDADERO,2015,73,713,526,1,-5.046,1,184,767,148,124,131,131.05,"hip hop, Dance/Electronic"
Fetty Wap,679 (feat. Remy Boyz),196693,VERDADERO,2015,74,618,717,7,-5.738,1,288,256,0.0,625,603,190.05,"hip hop, pop"
Galantis,Runaway (U & I),227073,FALSO,2015,74,506,805,1,-4.119,1,272,711,193,856,383,126.008,"pop, Dance/Electronic"
Jack Ãœ,Where Are Ãœ Now (with Justin Bieber),250285,FALSO,2015,74,432,781,4,-4.038,0,208,41,4.21e-06,789,197,139.432,"pop, Dance/Electronic"
Jeremih,Don't Tell 'Em,266840,VERDADERO,2015,74,856,527,2,-5.225,1,208,392,0.0,0.11,386,98.052,"hip hop, pop, R&B"
Big Sean,I Don't Fuck With You,284386,VERDADERO,2015,75,824,733,1,-5.474,1,394,362,0.0,325,395,97.972,"hip hop, pop"
X Ambassadors,Renegades,195200,FALSO,2015,75,526,862,2,-6.003,1,147,144,597,229,528,90.052,"hip hop, rock, pop"
X Ambassadors,Renegades,195200,FALSO,2015,75,526,862,2,-6.003,1,247,144,597,229,528,90.052,"hip hop, rock, pop"
Bryson Tiller,Exchange,194613,VERDADERO,2015,76,525,433,6,-10.598,1,147,107,0.0,135,276,160.108,"hip hop, pop, R&B"
Calvin Harris,How Deep Is Your Love,212640,FALSO,2015,76,738,868,11,-4.373,0,184,392,169,388,336,122.003,"hip hop, pop, Dance/Electronic"
Coldplay,Adventure of a Lifetime,263786,FALSO,2015,76,638,924,7,-3.887,1,218,205,175,149,530,111.995,"rock, pop"
Flo Rida,My House,192190,FALSO,2015,76,688,702,7,-4.792,0,185,215,0.0,128,740,94.006,"hip hop, pop"
Flo Rida,My House,192190,FALSO,2015,76,688,702,7,-4.792,0,337,215,0.0,128,740,94.006,"hip hop, pop"
Robin Schulz,Sugar (feat. Francesco Yates),219043,FALSO,2015,76,636,815,5,-5.098,0,193,185,0.0,163,636,123.063,"pop, Dance/Electronic"
G-Eazy,"Me, Myself & I",251466,VERDADERO,2015,77,756,674,0,-6.518,0,312,184,0.0,158,389,111.995,"hip hop, pop"
Jeremih,oui,238320,FALSO,2015,77,418,724,5,-3.724,1,334,213,0.0,112,604,78.521,"hip hop, pop, R&B"
Justin Bieber,What Do You Mean?,205680,FALSO,2015,77,845,567,5,-8.118,0,171,0.59,142,811,793,125.02,pop
One Direction,Perfect,230333,FALSO,2015,77,647,823,2,-5.231,1,320,598,0.0,119,396,99.933,pop
R. City,Locked Away (feat. Adam Levine),227480,FALSO,2015,77,509,671,1,-5.709,1,103,304,0.0,452,550,118.413,pop
Bryson Tiller,Don't,198293,VERDADERO,2015,78,765,356,11,-5.556,0,289,223,0.0,963,189,96.991,"hip hop, pop, R&B"
Bryson Tiller,Don't,198293,VERDADERO,2015,78,765,356,11,-5.556,0,180,223,0.0,963,189,96.991,"hip hop, pop, R&B"
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,FALSO,2015,78,262,606,8,-6.646,1,226,247,0.0,125,275,189.857,"pop, rock, Dance/Electronic"
Shawn Mendes,Stitches,206880,FALSO,2015,78,746,754,1,-6.684,1,365,152,0.0,486,746,149.882,pop
Avicii,Waiting For Love,230613,FALSO,2015,79,579,736,6,-3.863,0,305,0.31,0.0,198,613,127.999,"pop, Dance/Electronic"
One Direction,Drag Me Down,192120,FALSO,2015,79,730,703,0,-5.672,0,276,109,0.0,657,595,138.113,pop
The Weeknd,Can't Feel My Face,213520,FALSO,2015,79,705,769,9,-5.526,0,334,113,0.0,105,583,107.949,"pop, R&B"
Fall Out Boy,Centuries,228360,FALSO,2015,80,393,858,4,-2.868,0,240,359,0.0,102,560,176.042,rock
Justin Bieber,Sorry,200786,FALSO,2015,80,654,760,0,-3.669,0,117,797,0.0,299,410,99.945,pop
Justin Bieber,Sorry,200786,FALSO,2015,80,654,760,0,-3.669,0,179,797,0.0,299,410,99.945,pop
Twenty One Pilots,Ride,214506,FALSO,2015,80,645,713,6,-5.355,1,391,835,0.0,113,566,74.989,rock
Wiz Khalifa,See You Again (feat. Charlie Puth),229525,FALSO,2015,81,689,481,10,-7.503,1,224,369,1.03e-06,649,283,80.025,"hip hop, pop"
Coldplay,Hymn for the Weekend,258266,FALSO,2015,82,491,693,0,-6.487,0,365,211,6.92e-06,325,412,90.027,"rock, pop"
Mark Ronson,Uptown Funk (feat. Bruno Mars),269666,VERDADERO,2015,82,856,609,0,-7.223,1,365,801,8.15e-05,344,928,114.988,pop
Tame Impala,The Less I Know The Better,216320,VERDADERO,2015,83,640,740,4,-4.083,1,313,115,678,167,785,116.879,metal
Twenty One Pilots,Stressed Out,202333,FALSO,2015,83,734,637,4,-5.677,0,365,462,2.29e-05,602,648,169.977,rock
The Weeknd,The Hills,242253,VERDADERO,2015,84,585,564,0,-7.063,0,101,671,0.0,135,137,113.003,"pop, R&B"
The Neighbourhood,Daddy Issues,260173,FALSO,2015,85,588,521,10,-9.461,1,343,678,149,123,337,85.012,"rock, pop"
WILLOW,Wait a Minute!,196520,FALSO,2015,86,764,705,3,-5.279,0,235,371,1.94e-05,943,672,101.003,"pop, R&B, Dance/Electronic"
AlunaGeorge,I'm In Control,209425,FALSO,2016,0,734,847,11,-3.713,0,221,355,144,154,673,104.013,"pop, Dance/Electronic"
Ariana Grande,Side To Side,226160,VERDADERO,2016,0,648,738,6,-5.883,0,299,408,0.0,292,603,159.145,pop
Ariana Grande,Dangerous Woman,235946,FALSO,2016,0,677,604,7,-5.32,1,147,612,0.0,353,297,134.052,pop
Astrid S,Hurts So Good,208728,FALSO,2016,0,672,589,7,-5.008,0,256,82,0.0,962,379,120.036,"rock, pop, Dance/Electronic"
Cheat Codes,Sex,228361,FALSO,2016,0,510,692,0,-5.825,1,321,451,0.0,138,209,102.42,"pop, Dance/Electronic"
DJ Snake,Middle,220573,FALSO,2016,0,611,700,9,-5.331,1,165,199,0.0,549,213,104.981,"hip hop, pop, Dance/Electronic"
Drake,Hotline Bling,267066,FALSO,2016,0,903,620,2,-8.094,1,195,347,119,504,539,134.96,"hip hop, pop, R&B"
Flume,Never Be Like You,233337,VERDADERO,2016,0,443,558,0,-5.436,1,360,441,0.0,163,248,116.838,Dance/Electronic
Jonas Blue,Perfect Strangers,196613,FALSO,2016,0,742,819,1,-5.307,1,375,372,0.0,277,709,117.986,"pop, Dance/Electronic"
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,FALSO,2016,0,790,705,0,-4.684,0,354,807,4.81e-05,251,501,121.969,"pop, Dance/Electronic"
Kygo,Stole the Show,222813,FALSO,2016,0,678,633,8,-6.443,0,389,151,0.0,147,478,99.886,"pop, Dance/Electronic"
Major Lazer,Cold Water (feat. Justin Bieber & MÃ˜),185351,FALSO,2016,0,608,798,6,-5.092,0,149,736,0.0,156,501,92.943,"hip hop, pop, Dance/Electronic"
Martin Jensen,Solo Dance,174933,FALSO,2016,0,744,836,6,-2.396,0,243,435,0.0,194,360,114.965,"pop, Dance/Electronic"
The Lumineers,Ophelia,160097,FALSO,2016,0,664,576,5,-6.429,1,259,0.63,198,902,621,76.026,"pop, Folk/Acoustic"
The Weeknd,Starboy,230453,VERDADERO,2016,0,681,594,7,-7.028,1,259,165,3.49e-06,134,535,186.054,"pop, R&B"
Tory Lanez,LUV,228640,VERDADERO,2016,0,688,541,11,-8.128,0,268,118,0.0,123,247,95.109,"hip hop, pop, R&B"
Tove Lo,Cool Girl,197815,VERDADERO,2016,0,674,710,9,-7.042,0,253,343,6.71e-06,129,234,101.983,"pop, Dance/Electronic"
ZAYN,"I Donâ€™t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",245200,FALSO,2016,0,735,451,0,-8.374,1,165,631,1.3e-05,325,862,117.973,"pop, Dance/Electronic"
Daya,"Sit Still, Look Pretty",202221,FALSO,2016,1,657,739,2,-4.081,1,380,141,0.0,178,543,181.994,"rock, pop, Dance/Electronic"
Jax Jones,You Don't Know Me - Radio Edit,213946,VERDADERO,2016,1,876,669,11,-6.054,0,120,163,0.0,185,682,124.007,"hip hop, pop, Dance/Electronic"
Ariana Grande,Into You,244453,FALSO,2016,3,623,734,9,-5.948,1,241,162,1.75e-06,145,370,107.853,pop
Usher,Pop Ya Collar - Radio Edit,210813,FALSO,2016,26,888,800,5,-3.944,0,296,901,2.12e-05,229,866,106.957,"hip hop, pop, R&B"
Daughtry,It's Not Over,215173,FALSO,2016,45,450,921,10,-3.476,0,140,467,0.0,311,413,145.959,"pop, rock, metal"
Chicane,Don't Give Up,210786,FALSO,2016,47,644,720,10,-9.635,0,336,145,504,839,530,132.017,Dance/Electronic
Starley,Call on Me - Ryan Riback Remix,222040,FALSO,2016,48,670,838,0,-4.031,1,324,605,611,159,716,105.0,"pop, Dance/Electronic"
Alok,Hear Me Now,192846,FALSO,2016,51,788,430,11,-7.757,1,255,537,261,936,461,121.996,"pop, Dance/Electronic"
Illy,Papercuts (feat. Vera Blue),255889,FALSO,2016,51,369,618,6,-6.304,0,118,161,0.0,257,467,191.863,"hip hop, pop, Dance/Electronic"
Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,FALSO,2016,52,527,808,1,-4.749,1,232,176,0.0,169,907,87.025,"hip hop, pop, R&B"
Flume,Say It,262521,VERDADERO,2016,53,581,531,3,-6.829,0,200,731,3.27e-06,616,273,75.255,Dance/Electronic
99 Souls,The Girl Is Mine,216613,FALSO,2016,55,683,943,9,-3.6,1,306,423,972,356,706,118.991,Dance/Electronic
Anne-Marie,Alarm,205593,VERDADERO,2016,57,756,589,0,-5.093,1,380,812,0.0,176,811,146.928,"pop, Dance/Electronic"
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),144244,FALSO,2016,57,807,887,1,-3.892,1,315,381,0.0,391,780,160.517,set()
ZAYN,PILLOWTALK,203686,VERDADERO,2016,59,588,702,11,-4.271,1,320,104,0.0,89,429,124.909,"pop, Dance/Electronic"
Clean Bandit,Tears (feat. Louisa Johnson),225914,FALSO,2016,60,605,770,5,-3.645,0,123,431,0.0,159,298,130.037,"pop, Dance/Electronic"
Charlie Puth,Dangerously,199133,FALSO,2016,62,696,517,2,-8.379,0,371,364,0.0,197,230,112.291,pop
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,FALSO,2016,62,689,791,0,-5.194,0,146,23,0.0,526,755,95.04,pop
PARTYNEXTDOOR,Not Nice,202661,FALSO,2016,62,598,496,0,-9.309,1,116,253,132,0.12,725,128.06,"hip hop, pop, R&B"
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,VERDADERO,2016,62,916,804,0,-3.406,1,236,0.37,1.18e-05,812,538,120.028,"hip hop, pop, Dance/Electronic"
Drake,Pop Style,212946,VERDADERO,2016,63,713,462,7,-10.027,1,220,192,2.16e-06,105,594,133.053,"hip hop, pop, R&B"
Hilltop Hoods,1955,239280,FALSO,2016,63,766,500,11,-7.558,1,256,719,5.91e-06,304,710,84.044,"hip hop, pop"
Kent Jones,Don't Mind,198236,VERDADERO,2016,63,464,771,8,-4.503,1,228,235,0.0,63,690,158.777,hip hop
Steve Aoki,Just Hold On,198774,FALSO,2016,63,647,932,11,-3.515,1,238,383,1.5e-06,574,374,114.991,"hip hop, pop, Dance/Electronic"
Fitz and The Tantrums,HandClap,193253,FALSO,2016,64,636,836,8,-3.004,1,218,609,157,828,715,139.956,"pop, rock"
Bastille,Good Grief,206493,FALSO,2016,65,730,758,1,-4.888,1,238,147,0.0,311,877,120.041,"pop, rock"
Alessia Cara,Here,199453,FALSO,2016,66,376,822,0,-3.974,1,179,783,0.0,841,327,120.493,"pop, R&B"
MÃ˜,Final Song,235826,FALSO,2016,66,695,672,1,-6.109,0,358,14,7.95e-05,756,245,104.988,"pop, Dance/Electronic"
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,257333,FALSO,2016,66,833,515,11,-5.0,0,391,347,156,116,400,97.007,pop
BeyoncÃ©,Sorry,232560,VERDADERO,2016,67,775,598,2,-7.274,1,370,175,4.44e-06,253,356,129.988,"pop, R&B"
Desiigner,Tiimmy Turner,239853,VERDADERO,2016,67,603,725,6,-3.054,1,139,174,0.0,786,304,122.803,"hip hop, pop"
Galantis,No Money,189126,FALSO,2016,67,671,916,6,-4.014,0,263,282,762,0.24,803,126.01,"pop, Dance/Electronic"
Sia,Cheap Thrills (feat. Sean Paul),224813,FALSO,2016,67,592,800,6,-4.931,0,291,561,2.01e-06,775,728,89.972,pop
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,FALSO,2016,68,367,915,9,-3.456,0,165,22,5.81e-05,905,365,110.169,"hip hop, pop, Dance/Electronic"
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,FALSO,2016,68,716,908,8,-3.254,0,197,858,0.0,135,869,91.03,"pop, latin"
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,FALSO,2016,68,632,702,7,-5.92,1,334,114,0.0,108,523,162.958,pop
Sia,The Greatest (feat. Kendrick Lamar),210226,FALSO,2016,68,668,725,1,-6.127,1,253,102,479,561,729,191.944,pop
Kevin Gates,2 Phones,240000,VERDADERO,2016,69,895,681,7,-5.267,0,175,157,0.0,189,554,121.918,"hip hop, pop"
Nick Jonas,Close,234213,FALSO,2016,69,654,623,6,-5.273,0,291,253,0.0,144,401,123.996,pop
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,FALSO,2016,69,332,635,7,-5.653,1,200,159,2.79e-06,599,261,186.249,"pop, R&B"
Desiigner,Panda,246761,VERDADERO,2016,70,576,766,10,-4.943,0,114,28,1.68e-06,366,236,144.833,"hip hop, pop"
Jon Bellion,All Time Low,217603,VERDADERO,2016,70,617,567,0,-4.188,1,161,584,0.0,933,505,90.246,"hip hop, pop"
Mike Perry,The Ocean (feat. Shy Martin),183414,FALSO,2016,70,632,575,5,-6.478,1,153,225,1.81e-06,104,188,90.037,"pop, Dance/Electronic"
OneRepublic,Wherever I Go,169773,FALSO,2016,70,552,689,10,-6.444,0,208,915,0.0,0.27,349,99.961,pop
Marshmello,Alone,273802,FALSO,2016,71,631,953,2,-3.739,1,264,241,155,108,422,141.99,"pop, Dance/Electronic"
The Strumbellas,Spirits,203653,FALSO,2016,71,556,658,0,-6.075,1,304,164,0.0,113,787,80.529,"rock, Folk/Acoustic, pop"
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,FALSO,2016,72,841,639,9,-6.052,0,295,156,654,545,675,99.002,Dance/Electronic
Tory Lanez,Say It,237786,VERDADERO,2016,73,546,529,11,-10.511,0,198,862,6.5e-06,124,247,107.331,"hip hop, pop, R&B"
Calvin Harris,My Way,219159,FALSO,2016,74,818,913,4,-3.06,0,301,93,3.69e-05,161,536,119.986,"hip hop, pop, Dance/Electronic"
Drake,Too Good,263373,VERDADERO,2016,74,794,653,7,-7.839,1,121,489,4.88e-05,0.1,397,117.996,"hip hop, pop, R&B"
Future,Low Life (feat. The Weeknd),313546,VERDADERO,2016,74,722,331,8,-7.789,1,337,337,282,146,102,143.961,"hip hop, pop"
Kygo,Stole the Show,223186,FALSO,2016,74,640,635,8,-7.565,0,354,271,0.0,319,475,100.034,"pop, Dance/Electronic"
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,FALSO,2016,75,720,763,9,-4.068,0,219,406,0.0,0.18,742,101.965,"pop, Dance/Electronic"
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,FALSO,2016,75,803,585,8,-5.861,1,354,103,3.94e-06,644,593,105.017,pop
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,VERDADERO,2016,75,502,786,9,-4.378,0,354,255,0.0,0.65,739,169.021,"hip hop, pop"
Rae Sremmurd,Swang,208120,VERDADERO,2016,75,681,314,8,-9.319,1,327,0.2,9.82e-06,0.1,166,139.992,"hip hop, pop"
Rae Sremmurd,Black Beatles,291893,VERDADERO,2016,75,794,632,0,-6.163,1,161,142,0.0,128,355,145.926,"hip hop, pop"
Rihanna,Work,219320,VERDADERO,2016,75,725,534,11,-6.238,1,157,752,0.0,919,558,91.974,"hip hop, pop, R&B"
Alessia Cara,Scars To Your Beautiful,230226,FALSO,2016,76,319,739,0,-5.74,1,287,285,0.0,111,449,194.169,"pop, R&B"
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,FALSO,2016,76,666,830,0,-5.715,1,288,123,0.0,191,702,113.03,pop
Kygo,Firestone,271640,FALSO,2016,76,704,634,11,-7.374,0,295,393,3.17e-05,952,411,113.927,"pop, Dance/Electronic"
Martin Garrix,In the Name of Love,195706,FALSO,2016,76,501,519,4,-5.88,0,206,109,0.0,454,168,133.99,"pop, Dance/Electronic"
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,VERDADERO,2016,76,886,427,6,-10.028,1,199,312,99,906,230,108.034,hip hop
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,VERDADERO,2016,76,886,427,6,-10.028,1,263,312,99,906,230,108.034,hip hop
Drake,Hotline Bling,267066,FALSO,2016,77,891,628,2,-7.863,1,228,258,19,504,552,134.966,"hip hop, pop, R&B"
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,VERDADERO,2016,77,492,275,6,-13.4,0,301,687,0.0,101,180,92.6,"hip hop, pop"
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,VERDADERO,2016,77,664,714,7,-6.645,0,279,353,8.42e-06,843,710,101.969,"hip hop, pop, Dance/Electronic"
Bruno Mars,24K Magic,225983,FALSO,2016,78,818,803,1,-4.282,1,201,34,0.0,153,632,106.97,pop
The Weeknd,I Feel It Coming,269186,FALSO,2016,78,773,819,0,-5.946,0,292,428,0.0,679,585,92.987,"pop, R&B"
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,FALSO,2016,79,631,927,9,-2.787,0,140,199,119,148,465,123.962,"hip hop, pop, Dance/Electronic"
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,FALSO,2016,79,728,563,1,-8.053,0,313,621,0.0,179,352,100.017,pop
DNCE,Cake By The Ocean,219146,VERDADERO,2016,79,774,753,4,-5.446,0,101,152,0.0,371,896,119.002,pop
Frank Ocean,Pink + White,184516,FALSO,2016,79,544,552,9,-7.45,1,316,0.67,4.57e-05,415,554,159.738,"hip hop, pop, R&B"
The Chainsmokers,Don't Let Me Down,208373,FALSO,2016,79,532,869,11,-5.094,1,328,157,508,136,422,159.803,"pop, Dance/Electronic"
Rihanna,Needed Me,191600,VERDADERO,2016,80,671,314,5,-8.091,0,328,0.11,0.0,825,296,110.898,"hip hop, pop, R&B"
Twenty One Pilots,Heathens,195920,FALSO,2016,80,732,396,4,-9.348,0,363,841,3.58e-05,105,548,90.024,rock
DJ Snake,Let Me Love You,205946,FALSO,2016,81,649,716,8,-5.371,1,232,863,2.63e-05,135,163,99.988,"hip hop, pop, Dance/Electronic"
Post Malone,Congratulations,220293,VERDADERO,2016,81,630,804,6,-4.183,1,127,215,0.0,253,492,123.146,hip hop
The Chainsmokers,Closer,244960,FALSO,2016,83,748,524,8,-5.599,1,240,414,0.0,111,661,95.01,"pop, Dance/Electronic"
Travis Scott,goosebumps,243836,VERDADERO,2016,83,841,728,7,-3.37,1,287,847,0.0,149,430,130.049,"hip hop, Dance/Electronic"
Drake,One Dance,173986,FALSO,2016,84,792,625,1,-5.609,1,249,776,18,329,370,103.967,"hip hop, pop, R&B"
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,VERDADERO,2017,0,839,810,5,-5.274,0,287,501,0.0,117,814,129.014,hip hop
AJR,Weak,201160,FALSO,2017,0,673,637,5,-4.518,1,259,137,0.0,184,678,123.98,rock
Axwell /\ Ingrosso,More Than You Know,203000,FALSO,2017,0,645,741,5,-4.989,0,125,323,0.0,0.29,534,123.07,"pop, Dance/Electronic"
Charlie Puth,Attention,211475,FALSO,2017,0,774,626,3,-4.432,0,337,969,3.12e-05,848,777,100.041,pop
Clean Bandit,Symphony (feat. Zara Larsson),214866,FALSO,2017,0,718,609,0,-4.699,0,330,281,3.29e-05,234,497,122.95,"pop, Dance/Electronic"
CNCO,ReggaetÃ³n Lento (Remix),188786,FALSO,2017,0,623,909,4,-3.079,0,330,158,0.0,972,651,93.984,"pop, latin"
Drake,Passionfruit,298940,VERDADERO,2017,0,809,463,11,-11.377,1,243,256,85,109,364,111.98,"hip hop, pop, R&B"
G-Eazy,Him & I,268866,VERDADERO,2017,0,589,731,2,-6.343,1,180,534,0.0,308,191,87.908,"hip hop, pop"
G-Eazy,No Limit,245386,VERDADERO,2017,0,838,771,1,-3.791,1,329,117,0.0,853,405,175.957,"hip hop, pop"
Justin Bieber,Friends (with BloodPopÂ®),189466,FALSO,2017,0,744,739,8,-5.35,1,338,459,0.0,306,649,104.99,pop
Kendrick Lamar,HUMBLE.,177000,VERDADERO,2017,0,906,625,1,-6.779,0,276,243,3.23e-05,975,423,150.018,hip hop
Kendrick Lamar,DNA.,185946,VERDADERO,2017,0,636,517,0,-6.759,1,336,402,0.0,874,394,139.928,hip hop
Lana Del Rey,Lust for Life (with The Weeknd),264011,FALSO,2017,0,499,676,0,-8.618,0,252,588,484,358,295,99.979,pop
Loud Luxury,Body (feat. brando),163216,FALSO,2017,0,752,764,1,-4.399,1,370,476,9.44e-05,543,582,121.958,"pop, Dance/Electronic"
Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,FALSO,2017,0,660,786,2,-4.757,1,227,209,0.0,112,846,177.833,"pop, latin"
Maroon 5,Cold (feat. Future),234308,VERDADERO,2017,0,697,716,9,-6.288,0,221,118,0.0,424,506,99.905,pop
Shawn Mendes,There's Nothing Holdin' Me Back,199440,FALSO,2017,0,857,800,2,-4.035,1,195,381,0.0,913,966,121.996,pop
Shawn Mendes,Mercy,208733,FALSO,2017,0,561,674,4,-4.882,0,190,118,0.0,111,383,148.127,pop
Travis Scott,BUTTERFLY EFFECT,190677,FALSO,2017,0,763,598,11,-6.865,1,225,714,0.0,112,182,140.987,"hip hop, Dance/Electronic"
Camila Cabello,Havana (feat. Young Thug),216896,FALSO,2017,1,768,517,7,-4.323,0,278,186,3.8e-05,104,418,104.992,pop
Imagine Dragons,Thunder,187146,FALSO,2017,1,600,810,0,-4.749,1,325,683,0.21,155,298,167.88,rock
Imagine Dragons,Believer,204346,FALSO,2017,1,779,787,10,-4.305,0,265,524,0.0,0.14,708,124.982,rock
Liam Payne,Strip That Down,204502,FALSO,2017,1,869,485,6,-5.595,1,315,246,0.0,765,527,106.028,pop
Little Mix,Shout Out to My Ex,246240,FALSO,2017,1,773,747,5,-4.061,1,317,239,8.23e-06,0.11,800,126.014,pop
blackbear,do re mi,212027,VERDADERO,2017,4,745,593,8,-6.35,1,157,522,5.25e-06,123,170,111.002,"hip hop, pop, Dance/Electronic"
Lorde,Homemade Dynamite - REMIX,214254,VERDADERO,2017,8,781,548,0,-4.997,0,157,229,0.0,127,175,106.996,"pop, Dance/Electronic"
Jonas Blue,Mama,181614,FALSO,2017,51,739,792,11,-4.256,0,249,91,0.0,516,547,104.016,"pop, Dance/Electronic"
Kodak Black,Tunnel Vision,268186,VERDADERO,2017,51,497,489,11,-7.724,0,233,576,9.91e-05,122,231,171.853,hip hop
Nicky Jam,El PerdÃ³n - Forgiveness,206666,FALSO,2017,51,736,719,8,-3.839,1,278,256,0.0,909,656,90.013,latin
Scouting For Girls,This Ain't a Love Song,210680,FALSO,2017,52,458,905,0,-4.157,1,301,431,0.0,378,553,176.667,"pop, rock"
Avicii,Lonely Together (feat. Rita Ora),181812,FALSO,2017,53,655,666,5,-5.309,1,149,134,2.12e-05,683,272,102.977,"pop, Dance/Electronic"
J Balvin,Mi Gente,189029,FALSO,2017,53,548,701,11,-4.862,0,318,178,1.34e-05,134,309,104.237,latin
Anne-Marie,Ciao Adios,200104,FALSO,2017,57,698,882,4,-3.078,0,309,127,0.0,0.15,445,106.083,"pop, Dance/Electronic"
Zara Larsson,I Would Like,226720,FALSO,2017,57,486,713,2,-3.949,0,305,853,0.0,839,297,121.028,"pop, Dance/Electronic"
