artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Rihanna,S&M,243533,FALSO,2010,73,767,682,1,-5.02,1,283,113,16,104,833,127.975,"hip hop, pop, R&B"
Usher,OMG (feat. will.i.am),269493,FALSO,2010,73,781,745,4,-5.81,0,429,198,1.14e-05,0.36,326,129.998,"hip hop, pop, R&B"
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,VERDADERO,2010,74,660,867,6,-4.285,0,110,0.11,0.0,368,377,93.033,"hip hop, pop"
B.o.B,Nothin' on You (feat. Bruno Mars),268320,FALSO,2010,74,688,853,10,-5.814,1,528,386,0.0,862,743,103.993,"hip hop, pop"
Sean Kingston,Eenie Meenie,201946,FALSO,2010,74,720,607,1,-4.168,1,438,543,0.0,113,828,121.223,"hip hop, pop, R&B"
Taio Cruz,Break Your Heart,201546,FALSO,2010,74,607,934,3,-4.217,1,189,327,0.0,909,568,122.01,"hip hop, pop"
Bruno Mars,The Lazy Song,189109,FALSO,2010,75,794,711,8,-5.124,0,329,0.3,0.0,955,955,174.915,pop
Bruno Mars,Marry You,230192,FALSO,2010,75,621,820,10,-4.865,1,506,332,0.0,104,452,144.905,pop
David Guetta,Sexy Bitch (feat. Akon),195853,VERDADERO,2010,75,813,627,11,-5.018,0,571,771,616,131,801,130.011,"hip hop, pop, Dance/Electronic"
Mike Posner,Cooler Than Me - Single Mix,213293,FALSO,2010,75,768,820,7,-4.63,0,305,179,0.0,689,625,129.965,"hip hop, pop, Dance/Electronic"
Black Eyed Peas,Just Canâ€™t Get Enough,219426,FALSO,2010,76,659,628,0,-8.685,0,104,186,0.0,105,262,94.05,"hip hop, pop"
Bruno Mars,Talking to the Moon,217866,FALSO,2010,76,498,590,1,-4.721,0,304,511,0.0,107,784,145.867,pop
David Guetta,Memories (feat. Kid Cudi),210853,FALSO,2010,76,546,916,8,-3.932,1,329,144,4.34e-06,251,375,129.983,"hip hop, pop, Dance/Electronic"
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,FALSO,2010,76,616,869,0,-3.911,1,623,283,0.0,64,473,127.966,"hip hop, pop"
Kanye West,All Of The Lights,299613,VERDADERO,2010,76,531,803,1,-3.284,1,255,796,1.71e-05,176,221,142.113,hip hop
P!nk,Raise Your Glass,202960,VERDADERO,2010,76,700,709,7,-5.006,1,146,48,0.0,29,624,122.019,pop
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,VERDADERO,2010,76,760,595,1,-6.366,1,176,544,0.0,241,361,131.497,"hip hop, pop"
Bruno Mars,Just the Way You Are,220734,FALSO,2010,77,635,841,5,-5.379,1,346,134,0.0,622,424,109.021,pop
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,FALSO,2010,77,722,761,11,-4.459,0,165,117,0.0,315,624,128.044,pop
Stromae,Alors on danse - Radio Edit,206066,FALSO,2010,77,791,590,1,-9.206,0,213,994,203,65,714,119.951,pop
Bruno Mars,Grenade,222091,FALSO,2010,78,704,558,2,-7.273,0,355,148,0.0,107,245,110.444,pop
Miguel,Sure Thing,195373,FALSO,2010,78,684,607,11,-8.127,0,307,267,307,191,498,81.001,"pop, R&B"
Eminem,Not Afraid,248133,VERDADERO,2010,79,855,954,0,-1.19,0,317,529,0.0,205,668,114.635,hip hop
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,FALSO,2010,79,663,861,7,-3.398,0,107,338,0.0,82,654,119.963,"hip hop, pop, R&B"
Kesha,TiK ToK,199693,FALSO,2010,80,755,837,2,-2.718,0,448,991,0.0,289,714,120.028,"pop, Dance/Electronic"
Taio Cruz,Dynamite,202613,FALSO,2010,80,751,783,4,-3.724,1,326,379,0.0,36,816,119.975,"hip hop, pop"
Eminem,Love The Way You Lie,263373,VERDADERO,2010,81,749,925,10,-5.034,1,192,241,0.0,0.52,641,86.989,hip hop
Justin Bieber,Baby,214240,FALSO,2010,81,728,859,5,-5.237,0,483,401,0.0,111,535,65.043,pop
Adele,Rumour Has It,223266,FALSO,2011,0,612,748,0,-5.014,1,276,617,0.0,167,574,120.052,"pop, R&B"
Alexandra Stan,Mr. Saxobeat,195105,FALSO,2011,0,726,931,11,-4.152,0,203,218,283,143,797,126.976,"pop, Dance/Electronic"
Cascada,Everytime We Touch - Radio Edit,199120,FALSO,2011,0,640,977,8,-5.369,1,441,461,1.68e-05,371,493,142.019,"hip hop, pop, Dance/Electronic"
Lil Wayne,How To Love,240306,FALSO,2011,0,644,661,11,-6.093,1,254,177,5.23e-06,108,272,153.992,"hip hop, pop"
Lucenzo,Danza Kuduro (feat. Don Omar),213986,FALSO,2011,0,622,942,7,-6.365,1,257,713,0.0,715,773,130.003,latin
Mariah Carey,Against All Odds (Take A Look at Me Now) (feat. Westlife),199480,FALSO,2011,0,471,514,1,-5.599,1,233,584,0.0,103,373,117.338,"pop, R&B"
Gigi D'Agostino,L'Amour Toujours,238759,FALSO,2011,1,617,728,7,-7.932,1,359,328,482,0.36,808,139.066,pop
Guru Josh Project,Infinity 2008,190013,FALSO,2011,1,493,849,7,-6.139,0,221,337,672,355,483,127.999,hip hop
Lil Wayne,6 Foot 7 Foot,248586,VERDADERO,2011,1,364,752,2,-5.429,1,158,7,0.0,318,606,79.119,"hip hop, pop"
Adele,Rolling in the Deep,228093,VERDADERO,2011,2,730,770,8,-5.114,1,443,138,0.0,473,507,104.948,"pop, R&B"
Adele,Set Fire to the Rain,242973,FALSO,2011,2,603,670,2,-3.882,0,262,408,1.66e-06,112,445,107.995,"pop, R&B"
AWOLNATION,Sail,259102,FALSO,2011,2,825,435,1,-9.582,1,499,452,609,953,243,119.038,"pop, rock"
Adele,Someone Like You,285240,FALSO,2011,4,554,321,9,-8.251,1,317,893,0.0,996,288,135.047,"pop, R&B"
Dizzee Rascal,Bonkers,177573,FALSO,2011,38,624,977,11,-3.34,0,107,615,0.0,253,740,126.127,"hip hop, pop, Dance/Electronic"
Professor Green,Read All About It,235735,VERDADERO,2011,39,656,752,11,-5.522,0,447,336,0.0,223,445,100.963,Dance/Electronic
Example,Changed the Way You Kiss Me - Radio Edit,195466,FALSO,2011,42,578,857,4,-3.78,0,356,548,162,948,188,126.979,"pop, Dance/Electronic"
Matt Cardle,When We Collide,226000,FALSO,2011,46,443,683,2,-5.521,1,304,198,5.26e-06,313,447,81.986,pop
Chip,Champion (feat. Chris Brown),237293,VERDADERO,2011,48,415,934,6,-2.914,0,199,78,0.0,145,520,190.151,"hip hop, Dance/Electronic"
Mann,Buzzin Remix,224333,VERDADERO,2011,48,687,939,10,-4.372,0,273,887,0.0,283,539,104.029,"hip hop, pop"
Sak Noel,Loca People - Radio Edit,215624,VERDADERO,2011,49,926,808,11,-3.148,0,364,915,327,515,701,127.998,Dance/Electronic
Blake Shelton,Honey Bee,210720,FALSO,2011,50,481,849,4,-5.131,1,329,167,1.49e-06,121,723,205.57,country
Lykke Li,I Follow Rivers - The Magician Remix,281106,FALSO,2011,51,786,709,9,-5.737,0,445,192,118,845,285,122.019,"pop, Dance/Electronic"
Gotye,Somebody That I Used To Know,244884,FALSO,2011,57,863,527,0,-6.896,1,461,607,168,107,674,129.054,pop
Jessie J,Do It Like A Dude,195240,VERDADERO,2011,57,663,843,2,-3.672,1,366,491,0.0,364,375,140.036,"hip hop, pop"
Kelly Rowland,Commander,218106,FALSO,2011,59,395,876,11,-3.859,0,284,173,8.46e-06,362,567,124.638,"hip hop, pop, R&B"
Rizzle Kicks,Down With The Trumpets,186851,FALSO,2011,59,753,880,4,-4.689,0,164,87,0.0,0.24,794,115.057,hip hop
Alex Clare,Too Close,256613,FALSO,2011,60,588,694,11,-4.278,0,254,948,0.0,113,271,126.027,rock
Charlene Soraia,Wherever You Will Go,197577,FALSO,2011,60,597,115,9,-9.217,1,180,0.82,215,111,128,111.202,pop
Chase & Status,Blind Faith,233666,FALSO,2011,60,450,846,9,-4.712,0,151,523,0.0,228,402,140.042,Dance/Electronic
Dizzee Rascal,Holiday,220626,FALSO,2011,60,545,918,0,-1.925,1,449,571,0.0,415,855,117.985,"hip hop, pop, Dance/Electronic"
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,VERDADERO,2011,61,716,838,10,-4.289,1,439,134,0.0,148,646,130.034,"hip hop, pop"
Mac Miller,Donald Trump,165908,VERDADERO,2011,61,636,901,1,-7.094,0,406,119,0.0,391,836,162.994,hip hop
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,FALSO,2011,61,843,881,9,-3.951,1,363,0.14,0.0,765,876,110.621,"pop, Dance/Electronic"
Nicole Scherzinger,Don't Hold Your Breath,197440,FALSO,2011,62,660,797,5,-6.096,0,161,646,108,187,674,110.955,"pop, Dance/Electronic"
Jason Derulo,Don't Wanna Go Home,206080,FALSO,2011,63,671,808,2,-4.861,0,134,0.02,0.0,134,637,121.956,"hip hop, pop"
Lady A,Just A Kiss,218840,FALSO,2011,63,593,639,1,-5.826,1,299,446,0.0,998,332,142.881,"pop, country"
Wiz Khalifa,Roll Up,227773,VERDADERO,2011,63,523,805,3,-5.473,1,116,524,0.0,914,602,125.358,"hip hop, pop"
James Morrison,I Won't Let You Go,229303,FALSO,2011,64,537,611,0,-6.427,1,119,229,0.0,146,161,105.955,"pop, R&B"
Britney Spears,Till the World Ends,237946,FALSO,2011,65,693,705,8,-5.747,1,411,228,0.0,202,450,131.951,pop
Kelly Rowland,Motivation,230560,FALSO,2011,65,744,672,9,-5.589,0,463,187,123,105,266,140.889,"hip hop, pop, R&B"
Nickelback,When We Stand Together,190786,FALSO,2011,65,446,900,10,-3.541,0,294,102,1.89e-05,404,880,187.961,"rock, metal"
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,FALSO,2011,65,683,734,4,-4.523,0,358,112,139,258,576,106.254,rock
Swedish House Mafia,Save The World,213337,FALSO,2011,65,507,665,0,-7.598,1,372,144,0.0,759,400,126.879,"pop, Dance/Electronic"
Britney Spears,I Wanna Go,210266,FALSO,2011,66,696,546,5,-6.55,1,166,379,3.8e-06,332,787,130.002,pop
Cali Swag District,Teach Me How to Dougie,237480,VERDADERO,2011,66,846,438,11,-4.981,1,131,0.2,9.43e-05,939,512,85.013,"hip hop, pop"
Coldplay,Princess of China,239215,FALSO,2011,66,420,690,9,-6.221,0,126,385,15,287,237,85.014,"rock, pop"
Cher Lloyd,Want U Back,214013,FALSO,2011,67,696,893,9,-2.963,1,384,662,0.0,473,573,97.954,"pop, Dance/Electronic"
Lady Gaga,The Edge Of Glory,320546,FALSO,2011,67,583,768,9,-6.477,1,231,323,162,109,357,127.952,pop
LMFAO,Sexy And I Know It,199480,FALSO,2011,67,707,861,7,-4.225,1,281,0.1,0.0,191,795,130.021,"hip hop, pop, Dance/Electronic"
LMFAO,Sexy And I Know It,199480,FALSO,2011,67,707,861,7,-4.225,1,381,0.1,0.0,191,795,130.021,"hip hop, pop, Dance/Electronic"
Bad Meets Evil,Lighters,303813,VERDADERO,2011,68,676,695,0,-8.327,1,391,352,0.0,119,144,90.268,"hip hop, pop"
Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,VERDADERO,2011,68,692,736,1,-5.109,1,301,324,0.0,787,217,73.987,"hip hop, pop, R&B"
Dizzee Rascal,Dance Wiv Me - Radio Edit,204093,FALSO,2011,68,878,746,11,-4.281,1,271,476,0.0,154,792,111.996,"hip hop, pop, Dance/Electronic"
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,FALSO,2011,68,578,946,11,-3.85,0,410,225,412,966,588,126.092,"rock, pop, Dance/Electronic"
Snoop Dogg,Sweat - Remix,195986,FALSO,2011,68,813,732,7,-5.636,1,117,597,137,826,731,130.02,"hip hop, pop"
BeyoncÃ©,Best Thing I Never Had,253746,FALSO,2011,69,545,649,6,-4.062,1,197,143,1.57e-05,894,297,99.099,"pop, R&B"
Chris Brown,Yeah 3x,241666,VERDADERO,2011,69,705,882,11,-3.201,0,183,369,1.16e-06,934,700,130.0,"hip hop, pop, R&B"
Coldplay,Every Teardrop Is a Waterfall,240796,FALSO,2011,69,425,732,9,-6.883,1,267,194,103,171,333,117.98,"rock, pop"
Christina Perri,A Thousand Years,285120,FALSO,2011,70,421,407,10,-7.445,1,589,309,961,0.11,161,139.028,pop
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,FALSO,2011,70,668,857,7,-2.944,0,532,191,6.71e-06,385,748,131.959,"pop, Dance/Electronic"
DJ Khaled,I'm On One,296146,VERDADERO,2011,70,413,807,11,-3.499,0,532,536,0.0,631,438,149.33,"hip hop, pop"
Jason Derulo,It Girl,192200,FALSO,2011,70,668,718,1,-4.736,0,243,165,0.0,104,345,91.993,"hip hop, pop"
Lupe Fiasco,The Show Goes On,239613,VERDADERO,2011,70,591,889,7,-3.839,1,469,189,0.0,155,650,143.067,"hip hop, pop"
Skrillex,Bangarang (feat. Sirah),215253,VERDADERO,2011,70,716,972,7,-2.302,1,373,145,3.22e-05,317,576,110.026,"hip hop, pop, Dance/Electronic"
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,VERDADERO,2011,71,767,677,11,-6.128,0,314,339,5.51e-06,144,538,146.155,"hip hop, pop, R&B"
Demi Lovato,Give Your Heart a Break,205346,FALSO,2011,71,651,695,6,-3.218,1,112,0.23,0.0,144,569,123.008,pop
Dr. Dre,I Need A Doctor,283733,VERDADERO,2011,71,594,946,3,-4.521,1,610,869,0.0,306,397,155.826,hip hop
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,FALSO,2011,71,595,912,10,-3.428,0,460,434,0.0,259,762,128.024,"hip hop, pop, latin"
Rihanna,Where Have You Been,242680,FALSO,2011,71,719,847,0,-6.34,0,353,201,204,223,444,127.963,"hip hop, pop, R&B"
Christina Perri,Jar of Hearts,246587,FALSO,2011,72,349,348,3,-6.142,1,206,726,0.0,0.12,886,74.541,pop
Lady Gaga,Born This Way,260253,FALSO,2011,72,587,828,11,-5.108,1,279,327,0.0,331,494,123.907,pop
Hot Chelle Rae,Tonight Tonight,200466,FALSO,2011,73,686,783,4,-4.977,1,409,764,0.0,163,814,99.978,"hip hop, pop, rock"
Jessie J,Price Tag,223053,FALSO,2011,73,636,831,5,-3.945,1,331,294,3.85e-06,272,668,175.015,"hip hop, pop"
LMFAO,Party Rock Anthem,262146,FALSO,2011,73,751,736,5,-4.168,0,144,206,0.0,265,352,130.014,"hip hop, pop, Dance/Electronic"
Avril Lavigne,What the Hell,220706,FALSO,2011,74,578,926,6,-3.689,0,364,472,127,0.14,877,149.976,pop
Bruno Mars,It Will Rain,257720,FALSO,2011,74,576,835,2,-6.826,1,408,337,0.0,82,476,150.017,pop
Drake,Headlines,235986,VERDADERO,2011,74,636,566,6,-7.16,0,398,365,353,917,425,151.894,"hip hop, pop, R&B"
Drake,The Motto,181573,VERDADERO,2011,74,766,442,1,-8.558,1,248,107,6.12e-05,111,390,201.8,"hip hop, pop, R&B"
Jessie J,Domino,231840,FALSO,2011,74,758,557,7,-4.568,1,374,117,0.0,418,781,126.986,"hip hop, pop"
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,FALSO,2011,74,562,939,0,-4.282,1,243,46,0.0,112,684,116.044,"pop, R&B"
Pitbull,International Love (feat. Chris Brown),227280,FALSO,2011,74,670,855,0,-3.035,0,243,124,0.0,335,648,120.05,"hip hop, pop, latin"
Drake,Take Care,277386,VERDADERO,2011,75,629,515,0,-10.358,0,621,267,1.22e-05,888,299,121.845,"hip hop, pop, R&B"
Rihanna,We Found Love,215226,FALSO,2011,75,735,766,1,-4.485,1,195,25,138,108,600,127.985,"hip hop, pop, R&B"
Rihanna,We Found Love,215226,FALSO,2011,75,735,766,1,-4.485,1,286,25,138,108,600,127.985,"hip hop, pop, R&B"
Wiz Khalifa,Black and Yellow,217666,VERDADERO,2011,75,684,834,2,-4.524,0,146,646,0.0,271,538,164.02,"hip hop, pop"
M83,Midnight City,243960,FALSO,2011,76,507,729,11,-5.399,0,201,182,1.4e-06,658,272,105.013,"rock, pop, metal, Dance/Electronic"
Selena Gomez & The Scene,Who Says,195613,FALSO,2011,76,682,927,4,-2.915,1,190,843,0.0,149,744,101.019,"pop, Dance/Electronic"
Avicii,Levels - Radio Edit,199906,FALSO,2011,77,584,889,1,-5.941,0,201,462,828,309,464,126.04,"pop, Dance/Electronic"
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333,VERDADERO,2011,77,715,655,0,-6.425,1,279,525,0.0,115,531,95.078,"hip hop, pop"
The Wanted,Glad You Came,197935,FALSO,2011,77,722,851,7,-3.873,0,489,319,0.0,108,452,126.885,"pop, Dance/Electronic"
Grouplove,Tongue Tied,218013,FALSO,2011,79,560,936,3,-5.835,1,312,847,0.0,161,371,112.96,"pop, rock, Folk/Acoustic"
Jennifer Lopez,On The Floor,284866,FALSO,2011,79,730,777,3,-5.194,0,501,105,478,691,575,130.0,"hip hop, pop, R&B"
Selena Gomez & The Scene,Love You Like A Love Song,188453,FALSO,2011,79,858,678,1,-3.87,0,283,761,0.0,741,922,117.009,"pop, Dance/Electronic"
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,FALSO,2011,81,646,795,9,-3.293,1,623,319,0.0,267,796,89.99,"hip hop, pop"
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,FALSO,2011,81,671,939,8,-3.206,1,429,191,0.0,298,530,129.024,"hip hop, pop, latin"
Coldplay,Paradise,278719,FALSO,2011,82,449,585,5,-6.761,1,288,509,8.75e-05,833,212,139.631,"rock, pop"
Coldplay,Paradise,278719,FALSO,2011,82,449,585,5,-6.761,1,286,509,8.75e-05,833,212,139.631,"rock, pop"
Foster The People,Pumped Up Kicks,239600,FALSO,2011,82,733,710,5,-5.849,0,515,145,115,956,965,127.975,"rock, pop"
JAY-Z,Ni**as In Paris,219333,VERDADERO,2011,82,789,858,1,-5.542,1,243,127,0.0,349,775,140.022,hip hop
Alesso,Years - ãƒ©ã‚¸ã‚ªãƒ»ã‚¨ãƒ‡ã‚£ãƒƒãƒˆ,195480,FALSO,2012,0,370,823,2,-6.245,1,342,234,1.91e-06,174,323,128.008,"pop, Dance/Electronic"
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,FALSO,2012,0,821,676,3,-6.366,0,364,187,1,927,559,119.012,pop
Grimes,Oblivion,251266,FALSO,2012,0,697,529,2,-8.838,1,390,115,901,895,486,155.974,"pop, rock, Dance/Electronic"
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,FALSO,2012,0,610,863,5,-2.632,0,129,186,0.0,97,508,83.993,pop
Jennifer Lopez,Dance Again,237266,FALSO,2012,0,797,867,11,-5.242,0,207,158,2.79e-06,868,716,127.974,"hip hop, pop, R&B"
Kesha,C'Mon,214333,FALSO,2012,0,558,781,1,-5.448,0,438,657,144,102,286,126.025,"pop, Dance/Electronic"
Little Mix,Wings,219733,FALSO,2012,0,738,875,7,-3.141,1,243,673,556,285,538,114.962,pop
Michel TelÃ³,Ai Se Eu Te Pego - Live,166866,FALSO,2012,0,676,935,11,-4.55,1,386,357,0.0,853,850,96.055,"country, latin"
Olly Murs,Troublemaker (feat. Flo Rida),185586,FALSO,2012,0,762,863,0,-3.689,0,578,15,0.0,125,965,106.008,"pop, Dance/Electronic"
One Direction,Live While We're Young,200186,FALSO,2012,0,658,837,2,-2.063,1,248,629,0.0,969,936,126.015,pop
Otto Knows,Million Voices - Radio Edit,192866,FALSO,2012,0,582,894,8,-6.298,1,317,22,223,664,694,125.946,"pop, Dance/Electronic"
Zedd,Clarity,271426,FALSO,2012,0,523,780,8,-3.464,1,147,366,0.0,751,193,128.006,"hip hop, pop, Dance/Electronic"
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,VERDADERO,2012,1,781,526,6,-6.985,0,536,619,0.0,457,662,94.992,"hip hop, pop"
Blazin' Squad,Crossroads - Radio Edit,188693,FALSO,2012,40,661,746,4,-5.153,1,167,109,0.0,325,502,144.188,set()
Ida Corr,Let Me Think About It,151973,FALSO,2012,43,762,754,0,-3.425,0,536,22,665,146,715,129.026,set()
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,FALSO,2012,46,603,831,11,-3.443,0,329,27,0.0,652,358,72.022,"hip hop, pop, Dance/Electronic"
Rita Ora,How We Do (Party),247026,VERDADERO,2012,48,738,922,7,-3.94,1,469,34,0.0,986,689,116.024,"hip hop, pop, Dance/Electronic"
Girls Aloud,Something Kinda Ooooh,201590,FALSO,2012,49,681,908,11,-3.918,0,104,232,0.0,355,879,131.925,"pop, Dance/Electronic"
MARINA,How to Be a Heartbreaker,221493,FALSO,2012,50,690,897,11,-4.696,0,479,142,0.0,108,849,140.05,"pop, Dance/Electronic"
Icona Pop,I Love It,156773,VERDADERO,2012,51,710,901,1,-2.686,1,236,828,1.34e-05,172,860,125.953,"pop, Dance/Electronic"
3 Doors Down,Let Me Go,243053,FALSO,2012,52,478,863,1,-4.914,0,326,181,0.0,111,491,92.004,"pop, rock, metal"
DEV,In The Dark,226226,FALSO,2012,52,736,824,8,-4.231,1,280,358,921,329,443,124.954,"pop, Dance/Electronic"
Avicii,Silhouettes - Original Radio Edit,211880,FALSO,2012,53,605,800,5,-6.235,0,171,155,562,121,836,128.074,"pop, Dance/Electronic"
Lana Del Rey,Born To Die,286253,FALSO,2012,53,180,636,4,-6.591,0,444,209,133,217,390,75.223,pop
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,FALSO,2012,55,310,926,6,-1.131,0,176,184,792,483,493,139.85,"pop, Dance/Electronic"
Florida Georgia Line,Cruise,208960,FALSO,2012,57,457,948,10,-3.364,1,211,191,0.0,536,878,148.0,country
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,FALSO,2012,58,524,972,4,-1.569,0,209,656,58,224,476,175.017,"pop, Dance/Electronic"
Tyga,Faded,206666,VERDADERO,2012,58,831,667,1,-8.438,1,219,103,0.0,0.35,339,95.073,"hip hop, pop"
Olly Murs,Dear Darlin',206373,FALSO,2012,59,512,828,11,-4.672,0,314,627,8.73e-06,119,340,124.021,"pop, Dance/Electronic"
Taylor Swift,I Knew You Were Trouble.,219720,FALSO,2012,59,622,469,3,-6.798,0,242,454,2.25e-06,335,679,77.019,pop
Flo Rida,I Cry,223800,FALSO,2012,60,693,822,4,-5.441,0,195,616,1.79e-06,315,763,126.035,"hip hop, pop"
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,FALSO,2012,61,665,886,9,-4.175,0,160,469,6.24e-05,525,530,128.062,"hip hop, pop, Dance/Electronic"
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,VERDADERO,2012,61,646,784,1,-7.471,0,471,166,0.0,721,179,127.839,"hip hop, pop"
Tyga,Rack City,203200,VERDADERO,2012,61,929,339,1,-10.881,1,119,373,1.96e-05,187,273,98.986,"hip hop, pop"
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,FALSO,2012,62,779,963,2,-2.125,0,298,334,493,664,759,127.941,"hip hop, pop, Dance/Electronic"
Calvin Harris,We'll Be Coming Back (feat. Example),234360,FALSO,2012,62,596,952,7,-4.364,1,267,131,0.0,598,571,127.945,"hip hop, pop, Dance/Electronic"
Chris Brown,Don't Wake Me Up,222306,FALSO,2012,62,602,691,7,-5.197,0,154,548,0.0,144,206,127.967,"hip hop, pop, R&B"
Labrinth,Earthquake (feat. Tinie Tempah),274600,VERDADERO,2012,62,540,856,0,-3.966,0,102,109,0.0,276,258,153.071,pop
Wiz Khalifa,"Work Hard, Play Hard",219026,VERDADERO,2012,62,787,666,11,-4.475,1,454,409,1.91e-05,296,485,140.008,"hip hop, pop"
Carrie Underwood,Blown Away,240133,FALSO,2012,63,531,843,9,-2.569,0,377,909,0.0,283,392,136.991,"pop, country"
Justin Bieber,Boyfriend,171333,FALSO,2012,63,717,550,10,-6.019,0,259,358,198,126,331,96.979,pop
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,VERDADERO,2012,63,716,485,1,-7.745,1,239,123,2.69e-05,604,260,74.132,hip hop
Chris Brown,Turn Up the Music,227973,FALSO,2012,64,594,841,1,-5.792,1,112,238,2.22e-06,156,643,129.925,"hip hop, pop, R&B"
Frank Ocean,Lost,234093,VERDADERO,2012,64,913,603,8,-4.892,1,450,272,503,167,497,123.061,"hip hop, pop, R&B"
Nicki Minaj,Pound The Alarm,205640,VERDADERO,2012,64,728,858,9,-3.686,1,336,403,4.09e-06,241,591,125.055,"hip hop, pop"
Pitbull,Don't Stop the Party (feat. TJR),206120,FALSO,2012,64,722,958,4,-3.617,1,326,726,0.0,375,952,127.008,"hip hop, pop, latin"
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,FALSO,2012,65,725,874,0,-3.715,0,209,262,412,958,748,127.985,"hip hop, pop, Dance/Electronic"
David Guetta,Turn Me On (feat. Nicki Minaj),199680,FALSO,2012,65,704,793,8,-2.266,1,317,488,0.0,575,412,127.96,"hip hop, pop, Dance/Electronic"
Emeli SandÃ©,"Read All About It, Pt. III",283706,FALSO,2012,65,630,440,2,-7.186,1,497,822,3.87e-06,926,343,98.082,"pop, R&B"
Katy Perry,E.T.,229573,FALSO,2012,65,620,869,1,-5.252,1,409,181,0.0,369,760,151.684,pop
Katy Perry,Wide Awake,220946,FALSO,2012,65,514,683,5,-5.099,1,118,749,2.64e-06,392,575,159.814,pop
Calvin Harris,Let's Go (feat. Ne-Yo),232800,FALSO,2012,66,710,882,4,-2.932,0,294,777,771,294,875,128.016,"hip hop, pop, Dance/Electronic"
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,FALSO,2012,66,492,857,7,-2.634,1,299,841,7.82e-06,344,393,129.973,"hip hop, pop, Dance/Electronic"
Lana Del Rey,Ride,289080,VERDADERO,2012,66,373,686,0,-5.52,1,172,128,1.96e-06,383,189,93.763,pop
Maroon 5,Daylight,225066,FALSO,2012,66,656,674,7,-5.473,1,206,242,0.0,255,369,120.001,pop
Usher,Scream,234693,FALSO,2012,66,616,862,7,-5.18,0,391,117,0.0,179,569,127.992,"hip hop, pop, R&B"
Justin Bieber,As Long As You Love Me,229466,FALSO,2012,67,571,873,0,-3.382,0,368,811,0.0,361,613,139.691,pop
Kendrick Lamar,m.A.A.d city,350120,VERDADERO,2012,67,487,729,2,-6.815,1,336,538,4.07e-06,0.44,217,91.048,hip hop
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,FALSO,2012,68,509,790,6,-3.782,0,373,332,6.67e-05,316,638,127.946,"pop, Dance/Electronic"
Robbie Williams,Candy,201053,FALSO,2012,68,715,791,10,-6.63,1,248,368,0.0,694,879,116.043,"pop, rock"
Taylor Swift,22,232120,FALSO,2012,68,661,729,7,-6.561,1,451,215,13,477,668,103.987,pop
David Guetta,Play Hard (feat. Ne-Yo & Akon),201000,FALSO,2012,69,691,921,8,-1.702,0,275,173,0.0,331,800,130.072,"hip hop, pop, Dance/Electronic"
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,FALSO,2012,69,658,677,5,-6.628,1,275,248,0.0,368,248,124.91,"pop, R&B"
The Wanted,Chasing The Sun,198800,FALSO,2012,69,637,732,7,-6.209,0,298,244,0.0,498,680,128.108,"pop, Dance/Electronic"
Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,FALSO,2012,70,695,869,8,-5.066,1,334,0.41,0.0,237,580,124.989,"hip hop, pop, Dance/Electronic"
David Guetta,Without You (feat. Usher),208133,FALSO,2012,70,608,614,2,-3.727,1,242,227,4.06e-06,157,402,127.884,"hip hop, pop, Dance/Electronic"
